Rank,University,Artificial intelligence,Computer systems and networks,Cybersecurity,Databases and data mining,Digital Libraries,Human computer interaction,Machine Learning,Medical Image Computing,Natural Language Processing,Parallel Computing,Program Analysis,Programming Languages,Programming languages and verification,Vision and graphics
2662,Carnegie Mellon University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2663,UFU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2664,UFPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2665,UFU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2666,Universidade de Lisboa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2667,Université Paris Dauphine,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2668,UNICAMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2669,Universidade de Lisboa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2670,Universidade de Lisboa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2671,Univ. of California - Irvine,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2672,Arizona State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2673,Aalto University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2674,University of Stuttgart,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2675,University of Amsterdam,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2676,Aalto University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2677,Princeton University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2678,UFPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2679,UFPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2680,Temple University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2681,University of Leeds,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2682,University of Manchester,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2683,University of Dundee,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2684,University of Canterbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2685,University of Nottingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2686,Mississippi State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2687,University of Amsterdam,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2688,University of Cambridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2689,University of York,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2690,University of Kent,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2691,Goldsmiths University of London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2692,University of Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2693,City University of London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2694,York University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2695,New York University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2696,Carnegie Mellon University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2697,Case Western Reserve University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2698,RMIT University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2699,VU Amsterdam,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2700,TU Delft,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2701,Brown University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2702,University of Freiburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2703,Central South University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2704,BUPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2705,University of Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2706,University of Maryland - College Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2707,Florida State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2708,Simon Fraser University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2709,Simon Fraser University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2710,University of Athens,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2711,TU Munich,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2712,University of Toronto,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2713,UNSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2714,Kent State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2715,TU Darmstadt,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2716,University of Toronto,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2717,Ruhr-University Bochum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2718,TU Munich,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2719,University of Münster,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2720,National University of Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2721,University of A Coruña,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2722,Simon Fraser University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2723,Cardiff University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2724,ETH Zurich,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2725,University of Piraeus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2726,University of Bristol,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2727,Royal Holloway University of London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2728,Cornell University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2729,Politecnico di Milano,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2730,Univ. of California - Merced,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2731,University of Salerno,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2732,Sapienza University of Rome,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2733,Sapienza University of Rome,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2734,University of Crete,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735,Georgia Institute of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2736,Georgia Institute of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2737,Lancaster University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2738,University of Piraeus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2739,Univ. of California - Berkeley,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2740,University of Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2741,IIIT Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2742,IIT Jodhpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2743,University of Edinburgh,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2744,Univ. of California - Santa Cruz,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2745,Univ. of California - Santa Cruz,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2746,University of York,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2747,Auburn University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2748,Nanyang Technological University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2749,University of Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2750,University of Oxford,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2751,University of Sannio,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2752,Purdue University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2753,Purdue University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2754,Carnegie Mellon University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2755,University of Auckland,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2756,Cornell University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2757,University of Strathclyde,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2758,Michigan State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2759,Michigan State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2760,University of Sussex,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2761,Michigan State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2762,University of Virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2763,IIT Mandi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2764,IIT (BHU) Varanasi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2765,IIT (BHU) Varanasi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2766,IIIT Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2767,University of Cambridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2768,Carleton University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2769,Univ. of Illinois at Urbana-Champaign,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2770,IIT Kanpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2771,IIT Jodhpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2772,Carleton University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2773,University of Virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2774,Georgia Institute of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2775,IIT Kharagpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2776,VU Amsterdam,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2777,University of Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2778,University of Pennsylvania,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2779,BUET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2780,University of Oklahoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2781,IISc Bangalore,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2782,University of Essex,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2783,IIT Gandhinagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2784,IIT Indore,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2785,Vanderbilt University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2786,Vanderbilt University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2787,New York University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2788,New York University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2789,Princeton University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2790,Ohio State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2791,IIT Palakkad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2792,University of Essex,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2793,National Institute of Technology Silchar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2794,De La Salle University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795,De La Salle University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2796,DAIICT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2797,University of Oxford,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2798,ISI Kolkata,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2799,CUNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2800,Oregon State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801,Stony Brook University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2802,University of Massachusetts Lowell,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,Max Planck Society,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,Hasso Plattner Institute,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2805,IGDTUW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2806,Johns Hopkins University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2807,Washington State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2808,University of Exeter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2809,UFPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2810,Saint Louis University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2811,University of Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2812,Florida Atlantic University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2813,University of South Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2814,Massachusetts Institute of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2815,University of Maryland - College Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2816,Boston University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2817,BUPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2818,University of Cambridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2819,University of Calgary,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2820,University College London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2821,University College London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2822,Monash University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2823,De La Salle University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2824,De La Salle University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2825,Montana State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2826,Monash University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2827,University of Texas - El Paso,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2828,University of Texas - El Paso,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2829,University of Tartu,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2830,University of Pisa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2831,Kempelen Institute - KInIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2832,Uppsala University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2833,University of Utah,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2834,University of Innsbruck,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2835,University of Massachusetts Amherst,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2836,University of Warsaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2837,University of Toronto,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2838,University of Texas at Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2839,University of Kent,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2840,Queen's University Belfast,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2841,Queen's University Belfast,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2842,University of Kent,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2843,University of Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2844,IST Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2845,University of Cambridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2846,University College London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2847,University of Tübingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2848,University of Tübingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2849,University of Molise,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2850,University College London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2851,TU Delft,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2852,Brown University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2853,Politecnico di Milano,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2854,Saarland University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2855,University of Pisa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2856,University of Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2857,IT University of Copenhagen,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2858,TU Darmstadt,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2859,University of Massachusetts Lowell,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2860,Leiden University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2861,University of Innsbruck,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2862,IT University of Copenhagen,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2863,TU Delft,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2864,TU Delft,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2865,University of Warsaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2866,University of Warsaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2867,Utrecht University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2868,Macquarie University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2869,University of Salerno,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2870,Sapienza University of Rome,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2871,University of Dundee,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2872,Tampere University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2873,Ecole Normale Superieure de Lyon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2874,Ecole Normale Superieure,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2875,TU Munich,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2876,NTNU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2877,University of British Columbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2878,University of Bonn,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2879,DTU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2880,DTU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2881,CRIStAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2882,Texas State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2883,Texas State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2884,Karlsruhe Institute of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2885,University of Hamburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2886,Univ. of California - Irvine,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2887,Karlsruhe Institute of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2888,Rochester Institute of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2889,University of Münster,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2890,University of Chicago,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2891,University of Bristol,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2892,Queen Mary University of London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2893,University of Tartu,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2894,University of Göttingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2895,Université Jean Monnet,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2896,CRIStAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2897,Max Planck Society,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2898,EPFL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2899,University of Denver,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900,University of Denver,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901,University of Denver,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2902,TU Kaiserslautern,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2903,Brunel University London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2904,TU Kaiserslautern,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2905,Oregon State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2906,VU Amsterdam,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2907,TU Delft,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2908,Georgia Institute of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2909,University of Central Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2910,University of Waikato,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2911,University of Waikato,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2912,IIIT Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2913,Simon Fraser University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2914,Johns Hopkins University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2915,Georgia Institute of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2916,University of Illinois at Chicago,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2917,Duke University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2918,Duke University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2919,Tufts University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2920,UFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2921,Macquarie University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2922,VNIT Nagpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2923,Stony Brook University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2924,IIT Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2925,Stanford University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2926,Rice University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2927,University of South Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2928,University of Rochester,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2929,ISI Kolkata,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2930,Radboud University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2931,Western Sydney University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2932,Ecole Normale Superieure de Lyon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2933,DePaul University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2934,Univ. of California - Berkeley,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2935,City University of London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2936,University of Leeds,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2937,University of Wisconsin - Madison,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2938,University of Calgary,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2939,University College London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2940,University of Sydney,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2941,University of Toronto,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2942,Imperial College London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2943,University of Sheffield,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2944,University of Oregon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2945,University of Sheffield,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2946,Univ. of Maryland - Baltimore County,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2947,National University of Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2948,National University of Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2949,Macquarie University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2950,University of Louisiana - Lafayette,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2951,University of Hawaii at Manoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2952,University of Adelaide,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2953,University of Louisiana - Lafayette,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2954,University of Crete,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2955,Auburn University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2956,Macquarie University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2957,University College London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2958,University of Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2959,Singapore Management University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2960,University of Otago,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2961,University College Dublin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2962,University of Essex,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2963,TU Kaiserslautern,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2964,TU Kaiserslautern,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2965,TU Kaiserslautern,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2966,University of Sydney,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2967,University of L'Aquila,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2968,University College London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2969,EPFL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2970,Imperial College London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2971,McMaster University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2972,CISPA Helmholtz Center,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2973,Max Planck Society,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2974,Singapore Management University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2975,CRIStAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2976,Hamburg University of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2977,CRIStAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2978,UNIST,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2979,Pennsylvania State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2980,Western Sydney University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2981,University of Utah,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2982,Open University UK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2983,VU Amsterdam,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2984,University of Wuppertal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2985,HSE University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2986,University of Sheffield,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2987,TU Eindhoven,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2988,University of Adelaide,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2989,Brandeis University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2990,Brandeis University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2991,University of Molise,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2992,University of Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2993,City University of Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2994,City University of Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2995,IPI PAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2996,University of Minnesota,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2997,University of Canterbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2998,Memorial University of Newfoundland,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2999,University of Catania,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,University of A Coruña,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3001,UFMG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3002,UFMG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3003,UFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3004,University of Louisville,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3005,University of Edinburgh,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3006,Purdue University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3007,Pennsylvania State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3008,University of Pisa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3009,UFRGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010,Politecnico di Milano,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3011,UFRGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3012,UFRGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3013,Università della Svizzera italiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3014,Mälardalen University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3015,University of Pisa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3016,Polytechnic University of Catalonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
